timestamp,time_index,ch0_mean,ch0_std,ch0_rms,ch0_peak2peak,ch0_kurtosis,ch0_skew,ch0_crest_factor,ch1_mean,ch1_std,ch1_rms,ch1_peak2peak,ch1_kurtosis,ch1_skew,ch1_crest_factor,ch2_mean,ch2_std,ch2_rms,ch2_peak2peak,ch2_kurtosis,ch2_skew,ch2_crest_factor,ch3_mean,ch3_std,ch3_rms,ch3_peak2peak,ch3_kurtosis,ch3_skew,ch3_crest_factor,ch4_mean,ch4_std,ch4_rms,ch4_peak2peak,ch4_kurtosis,ch4_skew,ch4_crest_factor,ch5_mean,ch5_std,ch5_rms,ch5_peak2peak,ch5_kurtosis,ch5_skew,ch5_crest_factor,ch6_mean,ch6_std,ch6_rms,ch6_peak2peak,ch6_kurtosis,ch6_skew,ch6_crest_factor,ch7_mean,ch7_std,ch7_rms,ch7_peak2peak,ch7_kurtosis,ch7_skew,ch7_crest_factor,anomaly_score,predicted_anomaly,status,true_label,excluded_from_eval
2003.10.22.12.06.24,0,-0.09459287109375,0.08112208481351546,0.12461381908219489,1.108,1.0691627552880787,-0.02999276480060533,5.7778503644534815,-0.093880126953125,0.07064816223878904,0.11749315326627814,1.265,3.0658835930955854,0.220115965079954,5.966305103849782,-0.09381650390625,0.0906479137039076,0.1304552822390205,1.033,0.2094859555668589,-0.09207326343968071,5.166521343038418,-0.093751513671875,0.07750778956980943,0.12164211343019993,0.786,0.2922212028583129,-0.05318261484126797,4.3570436673161055,-0.090811865234375,0.09146079412059213,0.12888705027471,0.896,0.40543851957733956,0.03437157484715235,3.848330758930591,-0.090880615234375,0.09548571481434207,0.1318211210655727,1.199,0.7770628012971268,-0.022223385658195222,5.9474535921296665,-0.09096875,0.060084554678698415,0.10902048975995292,0.6619999999999999,0.7902499085116994,0.04660895632822837,3.7882787071436317,-0.094235205078125,0.06638000658537441,0.1152674244979501,0.845,1.8079901941922039,0.008294801418333268,4.086150116144706,0.5099086435564656,-1,WATCH,0,False
2003.10.22.12.09.13,1,-0.09490263671875,0.07951541832160738,0.12381119580648291,1.042,1.1615516080690735,-0.07007492602776744,5.282236357867046,-0.09389111328125,0.0695290951852261,0.11683251358448447,1.072,2.0010160038230644,0.12649825896311723,4.9729307551006725,-0.09561953124999999,0.09025796942271372,0.13148990760047422,0.9359999999999999,0.22938393773808308,-0.10144053310086137,4.905319440635715,-0.09507626953125,0.07673906708667759,0.12218175577929996,0.867,0.29164536124204865,-0.03298679341486212,5.115329993529914,-0.09149619140625,0.09173211723900666,0.12956208695061994,1.059,0.4457176371791842,0.0010971366195919896,4.368561925185103,-0.09235102539062501,0.09438343026256389,0.13204902043872996,0.9929999999999999,0.6822767226064128,-0.02882165215151703,4.362016454845728,-0.0912599609375,0.05941987858530362,0.1088995061577703,0.796,1.2347026296422179,0.08516394109221063,3.8567668010497376,-0.08794619140625,0.0647443555631801,0.1092078942208678,0.9,1.8731890659103883,-0.053791927622465874,5.7413431920216516,0.5146573637786935,-1,WATCH,0,False
2003.10.22.12.14.13,2,-0.09618681640625,0.08021689203402925,0.125246370877438,0.94,0.9862855011841294,-0.041645950337267784,4.974196023688761,-0.09586274414062498,0.06946373026938908,0.11838443959029993,1.018,1.9689512599196775,0.15105027090563086,4.637433786906092,-0.096212548828125,0.09023435951703092,0.13190562607202594,0.952,0.20870083564632536,-0.09207212245719794,4.647261972474749,-0.096572607421875,0.07709636511093464,0.12357231897790916,0.718,0.17329600007190127,-0.028980069776008126,3.4959285669570384,-0.09391645507812499,0.09181285420887646,0.1313388774598819,0.987,0.3897116646700143,0.05307168803592046,4.575948962131021,-0.094459765625,0.09405497759758687,0.1333003605877062,0.984,0.7504216106161659,0.019638942811412468,4.6511502089453485,-0.092596875,0.05996787461906688,0.11031920615239103,0.657,0.924708311156412,0.009609433087319,3.589583480622401,-0.093106201171875,0.06525336662637964,0.11369593903361006,0.977,1.4296947985108819,0.047138316064785836,5.286028728100273,0.3485003588564021,1,WATCH,0,False
2003.10.22.12.19.13,3,-0.095612744140625,0.08082454644654682,0.1251974606387471,1.055,1.034293509537969,0.005161593911021142,4.776454705623049,-0.09530654296874999,0.0712653524863384,0.11900456965031322,1.009,1.745369512099682,0.09949383388081105,4.49562568540066,-0.09577695312500001,0.0902722150425329,0.13161419968450877,0.8839999999999999,0.18902378875599224,-0.10579914095127005,4.543582694218864,-0.09597460937499999,0.07652793696792147,0.12275035959723296,0.727,0.3198307559352016,-0.050403666220879745,3.934815356833283,-0.09299296874999999,0.09238509252934303,0.13108278894879277,0.8740000000000001,0.26196161292893105,-0.0236535372455152,4.21107915407291,-0.092921875,0.0965051657761613,0.1339691079129812,1.036,0.6672126480333911,-0.008528412620583492,5.10565465916432,-0.093484765625,0.059915339542099474,0.11103715286518405,0.591,0.6526669576826394,-0.03725855560667609,3.5393558809740164,-0.09324399414062498,0.0663013840240154,0.11441291870587374,0.8520000000000001,1.3781844935484138,0.021105567005503652,4.588642663243653,0.2184823595562395,1,HEALTHY,0,False
2003.10.22.12.24.13,4,-0.095133056640625,0.0820342530464166,0.12561814016563005,1.0110000000000001,1.1101636617292412,-0.06019562911077546,4.959474795428128,-0.09549497070312499,0.072152932565705,0.11968849195900948,0.923,1.1811601969963688,0.09588398382267455,4.486646888189635,-0.095951806640625,0.08886140494460032,0.13077881512817022,1.0739999999999998,0.2608572527887576,-0.09198073942291451,5.543711336499427,-0.09522880859375,0.0760445175060055,0.12186588788051497,0.837,0.34082436744566325,-0.04449319937716858,4.68547852012406,-0.093756103515625,0.0919316239032537,0.13130738905302275,0.998,0.32619163438186893,0.027080474594086086,4.0134831999987,-0.09343769531249999,0.09504276753701286,0.1332806458808114,1.055,0.47530327852300047,-0.0248282527245403,4.67434709580511,-0.09290170898437501,0.059255176436994704,0.1101903056842882,0.591,0.6355755113658592,0.03651447444358593,3.4122784002187685,-0.09306953124999999,0.06627860046990297,0.1142575622326319,0.871,1.4976534755139905,0.008626086773313104,4.5686253916147095,0.23701585108348142,1,HEALTHY,0,False
2003.10.22.12.29.13,5,-0.09588237304687501,0.08172865727368384,0.12598810610870922,0.996,1.094878105931298,-0.05418269738284589,4.476613050388668,-0.09521850585937501,0.07184606659021978,0.11928294573231384,1.294,1.9704103978912233,0.11887084625439245,5.89354995958619,-0.09453183593749999,0.08986757380952588,0.13043177844423118,1.023,0.2270896132264486,-0.048990764537584025,5.3744571174403415,-0.09484746093749999,0.07628022757276726,0.12171570960580129,0.6639999999999999,0.1434839741821543,-0.03499562150279656,3.508174921568613,-0.09273471679687499,0.09353487289288293,0.13171370523405823,0.876,0.32404101538282637,-0.014676552606726477,3.963141110276977,-0.09330078125,0.0962993651784094,0.134084314950053,1.0230000000000001,0.5889135713818496,0.0624604687190815,4.169018577663093,-0.10476884765625001,0.05860547787830058,0.12004629722137414,0.559,0.687222692847389,0.006677771742101784,3.332047795379901,-0.09304150390625,0.06540275190780022,0.11372880640475394,0.681,1.1280423344947472,-0.005512010552222161,3.7809242318929823,0.40399638164451507,-1,WATCH,0,False
2003.10.22.12.34.13,6,-0.09557329101562499,0.08131324281168492,0.1254834547345162,1.106,0.8877725171466064,-0.020952986674581734,5.3154417959815,-0.09483818359375,0.07078646426035078,0.118342742024358,0.881,1.0375284236063091,0.05881882821147196,4.225016181364862,-0.0953537109375,0.09066465773392736,0.13157663299979408,0.859,0.12525238726613486,-0.08325468593673271,4.544879940809367,-0.095098046875,0.07678910760626505,0.12223013362672173,0.72,0.20562393809453683,-0.04182868250693889,3.7961179148916613,-0.093152490234375,0.09215323854147256,0.13103284248823602,0.8180000000000001,0.24683324718305544,0.017206062062929482,3.876890635609982,-0.0929431640625,0.09513800826868545,0.13300252765748946,0.984,0.43614816996547834,0.012688336684931684,4.481117844127219,-0.018549267578125,0.06349368981973323,0.06614774353376973,0.64,0.6141699719688338,-0.013039508689516671,5.019067654673775,-0.09225097656249999,0.06471112264191972,0.11268439142273655,0.749,1.2382990766703248,-0.06830509056320304,4.135444085168785,0.42117633494405127,-1,WATCH,0,False
2003.10.22.12.39.13,7,-0.095951806640625,0.08022926238371189,0.12507391310834717,0.984,0.8999733665365781,-0.014220339063819237,4.821149230996252,-0.0951931640625,0.07094270831753048,0.11872070732461229,0.942,1.2941793131865538,0.05418880506218649,4.253680856358132,-0.094996337890625,0.08876004254508095,0.13001018946695822,0.877,0.13907963677916957,-0.06986409570324577,4.71501505007646,-0.09525029296875,0.07645377835348326,0.12213844003898303,0.839,0.3333878886410231,-0.03471738982453482,4.8142091860050575,-0.093286376953125,0.09164887015315624,0.13077409347952149,1.167,0.6912253543166456,0.04980565918762678,4.763940497875127,-0.093058203125,0.09581573314370136,0.13356827425222934,0.979,0.7963561469012648,-0.03428867306977225,4.529518730305091,-0.09992758789062499,0.058406325914895904,0.11574464017186985,0.591,0.8683107123762537,0.023816019942675203,3.4386041496954647,-0.09289189453125,0.06492601959337162,0.11333266117869001,0.788,1.4840469164743642,-0.014278677012827274,4.694145486985461,0.3354918130731917,1,WATCH,0,False
2003.10.22.12.44.13,8,-0.095882080078125,0.0808126414536745,0.12539559920040305,1.109,0.9381210258007915,-0.020718380969497144,5.5504340219123325,-0.09511757812499999,0.07180527898035785,0.1191778157117024,1.043,1.6677801564616024,0.13319661975282027,4.858286725111932,-0.09669785156249999,0.088710137478633,0.13122485659463015,0.8979999999999999,0.12418461281358129,-0.06398046178192467,4.648509557029775,-0.09609072265625,0.07601220972457085,0.12252054116682842,0.708,0.2353506354821442,-0.056391862302055194,3.9095485168301383,-0.09410791015625,0.09107296812648047,0.1309602392993528,0.9209999999999999,0.34234900949258096,0.035391632673236785,4.383009706388316,-0.093211181640625,0.09360286048089177,0.13209776634389725,1.025,0.6014933242825506,0.0008154935434157532,5.246114443720991,-0.056903320312500005,0.060295623680904686,0.08290687605775682,0.627,0.8074034248553663,-0.08103604461253294,4.679949582585901,-0.092785498046875,0.06423132430609874,0.11284862280915028,0.954,1.5150450896740173,0.04393874739800932,4.475021381998224,0.3842914571797461,-1,WATCH,0,False
2003.10.22.12.49.13,9,-0.09476796875,0.08124640057757342,0.12482766323140276,1.104,0.9224247392182132,0.01296544461943414,5.006902987852851,-0.094828173828125,0.07143537915968903,0.1187240327282797,0.994,1.5031285576925777,0.09599633040865738,4.506248547203912,-0.094948779296875,0.08852838562848894,0.12981735535726002,0.784,-0.010146136731359334,-0.08520169476147,3.7822369639926645,-0.095156689453125,0.07576852283059836,0.12163743091503279,0.8400000000000001,0.18646886268966156,-0.015023709700607632,4.455865237556706,-0.09329409179687499,0.09197682380598324,0.1310096320185681,0.97,0.439724761016167,0.03539132403668514,4.083669206277704,-0.092799609375,0.09557813332640427,0.13321766801108817,1.123,0.7637435810846296,0.032003171967537554,4.931778267919505,-0.079500732421875,0.05982517090391225,0.09949581664219294,0.6819999999999999,0.957007516301084,-0.02647159202171808,3.980066834609701,-0.09246245117187499,0.06597457604134722,0.11358674905351801,0.747,1.220830107032623,0.029972529585264373,4.084983537836617,0.31131374178132526,1,WATCH,0,False
